section,type,geo_level,country,state,year,quarter,period,source_path,category,count,amount,brand,registeredUsers,appOpens,brand_count,brand_percentage
aggregated,insurance,state,india,andhra-pradesh,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/andhra-pradesh/2020/2.json,Insurance,22104,3982391.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/andhra-pradesh/2020/3.json,Insurance,49812,12426481.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/andhra-pradesh/2020/4.json,Insurance,21464,12985632.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/andhra-pradesh/2021/1.json,Insurance,22105,12749874.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/andhra-pradesh/2021/2.json,Insurance,33205,22730687.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/andhra-pradesh/2021/3.json,Insurance,23075,19914338.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/andhra-pradesh/2021/4.json,Insurance,25423,31610335.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/andhra-pradesh/2022/1.json,Insurance,29954,42648157.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/andhra-pradesh/2022/2.json,Insurance,32185,41708072.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/andhra-pradesh/2022/3.json,Insurance,39301,48791931.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/andhra-pradesh/2022/4.json,Insurance,44329,58043239.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/andhra-pradesh/2023/1.json,Insurance,34920,51963355.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/andhra-pradesh/2023/2.json,Insurance,36376,52067478.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/andhra-pradesh/2023/3.json,Insurance,43150,57802396.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/andhra-pradesh/2023/4.json,Insurance,41798,62342423.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/andhra-pradesh/2024/1.json,Insurance,46582,63563802.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/andhra-pradesh/2024/2.json,Insurance,42547,62948281.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/andhra-pradesh/2024/3.json,Insurance,48014,73915199.0,,,,,
aggregated,insurance,state,india,andhra-pradesh,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/andhra-pradesh/2024/4.json,Insurance,61425,80028914.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/arunachal-pradesh/2020/2.json,Insurance,65,14329.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/arunachal-pradesh/2020/3.json,Insurance,135,39687.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/arunachal-pradesh/2020/4.json,Insurance,125,84247.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/arunachal-pradesh/2021/1.json,Insurance,194,131611.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/arunachal-pradesh/2021/2.json,Insurance,204,224928.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/arunachal-pradesh/2021/3.json,Insurance,212,371051.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/arunachal-pradesh/2021/4.json,Insurance,320,598459.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/arunachal-pradesh/2022/1.json,Insurance,355,894107.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/arunachal-pradesh/2022/2.json,Insurance,564,1360231.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/arunachal-pradesh/2022/3.json,Insurance,510,1300304.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/arunachal-pradesh/2022/4.json,Insurance,613,1464572.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/arunachal-pradesh/2023/1.json,Insurance,606,1747475.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/arunachal-pradesh/2023/2.json,Insurance,696,2095988.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/arunachal-pradesh/2023/3.json,Insurance,718,1904786.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/arunachal-pradesh/2023/4.json,Insurance,809,2105408.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/arunachal-pradesh/2024/1.json,Insurance,1100,2419700.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/arunachal-pradesh/2024/2.json,Insurance,1147,2353015.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/arunachal-pradesh/2024/3.json,Insurance,842,1951385.0,,,,,
aggregated,insurance,state,india,arunachal-pradesh,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/arunachal-pradesh/2024/4.json,Insurance,999,2359472.0,,,,,
aggregated,insurance,state,india,assam,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/assam/2020/2.json,Insurance,978,210034.0,,,,,
aggregated,insurance,state,india,assam,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/assam/2020/3.json,Insurance,2206,599450.0,,,,,
aggregated,insurance,state,india,assam,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/assam/2020/4.json,Insurance,2413,1806801.0,,,,,
aggregated,insurance,state,india,assam,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/assam/2021/1.json,Insurance,3167,2334419.0,,,,,
aggregated,insurance,state,india,assam,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/assam/2021/2.json,Insurance,3265,3008122.0,,,,,
aggregated,insurance,state,india,assam,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/assam/2021/3.json,Insurance,4495,6010865.0,,,,,
aggregated,insurance,state,india,assam,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/assam/2021/4.json,Insurance,8622,13962068.0,,,,,
aggregated,insurance,state,india,assam,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/assam/2022/1.json,Insurance,16230,27447766.0,,,,,
aggregated,insurance,state,india,assam,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/assam/2022/2.json,Insurance,9228,15357811.0,,,,,
aggregated,insurance,state,india,assam,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/assam/2022/3.json,Insurance,14149,22543564.0,,,,,
aggregated,insurance,state,india,assam,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/assam/2022/4.json,Insurance,18826,29239168.0,,,,,
aggregated,insurance,state,india,assam,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/assam/2023/1.json,Insurance,22100,36963888.0,,,,,
aggregated,insurance,state,india,assam,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/assam/2023/2.json,Insurance,16475,28368139.0,,,,,
aggregated,insurance,state,india,assam,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/assam/2023/3.json,Insurance,22593,35618158.0,,,,,
aggregated,insurance,state,india,assam,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/assam/2023/4.json,Insurance,23168,38731734.0,,,,,
aggregated,insurance,state,india,assam,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/assam/2024/1.json,Insurance,33097,48107248.0,,,,,
aggregated,insurance,state,india,assam,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/assam/2024/2.json,Insurance,22368,34796603.0,,,,,
aggregated,insurance,state,india,assam,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/assam/2024/3.json,Insurance,17633,31388971.0,,,,,
aggregated,insurance,state,india,assam,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/assam/2024/4.json,Insurance,21805,35336229.0,,,,,
aggregated,insurance,state,india,bihar,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/bihar/2020/2.json,Insurance,2816,595621.0,,,,,
aggregated,insurance,state,india,bihar,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/bihar/2020/3.json,Insurance,9733,2161102.0,,,,,
aggregated,insurance,state,india,bihar,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/bihar/2020/4.json,Insurance,9913,7860932.0,,,,,
aggregated,insurance,state,india,bihar,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/bihar/2021/1.json,Insurance,12554,8796619.0,,,,,
aggregated,insurance,state,india,bihar,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/bihar/2021/2.json,Insurance,14301,13301581.0,,,,,
aggregated,insurance,state,india,bihar,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/bihar/2021/3.json,Insurance,18030,18234941.0,,,,,
aggregated,insurance,state,india,bihar,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/bihar/2021/4.json,Insurance,22456,27313813.0,,,,,
aggregated,insurance,state,india,bihar,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/bihar/2022/1.json,Insurance,20253,27755736.0,,,,,
aggregated,insurance,state,india,bihar,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/bihar/2022/2.json,Insurance,21892,28212833.0,,,,,
aggregated,insurance,state,india,bihar,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/bihar/2022/3.json,Insurance,28511,34704251.0,,,,,
aggregated,insurance,state,india,bihar,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/bihar/2022/4.json,Insurance,33895,43914519.0,,,,,
aggregated,insurance,state,india,bihar,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/bihar/2023/1.json,Insurance,26929,38746711.0,,,,,
aggregated,insurance,state,india,bihar,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/bihar/2023/2.json,Insurance,29212,40354886.0,,,,,
aggregated,insurance,state,india,bihar,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/bihar/2023/3.json,Insurance,36550,45832355.0,,,,,
aggregated,insurance,state,india,bihar,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/bihar/2023/4.json,Insurance,41447,57624322.0,,,,,
aggregated,insurance,state,india,bihar,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/bihar/2024/1.json,Insurance,51592,63844442.0,,,,,
aggregated,insurance,state,india,bihar,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/bihar/2024/2.json,Insurance,49101,65285065.0,,,,,
aggregated,insurance,state,india,bihar,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/bihar/2024/3.json,Insurance,44745,62777286.0,,,,,
aggregated,insurance,state,india,bihar,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/bihar/2024/4.json,Insurance,62662,83739800.0,,,,,
aggregated,insurance,state,india,chandigarh,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/chandigarh/2020/2.json,Insurance,149,29537.0,,,,,
aggregated,insurance,state,india,chandigarh,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/chandigarh/2020/3.json,Insurance,264,70969.0,,,,,
aggregated,insurance,state,india,chandigarh,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/chandigarh/2020/4.json,Insurance,200,153341.0,,,,,
aggregated,insurance,state,india,chandigarh,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/chandigarh/2021/1.json,Insurance,338,238576.0,,,,,
aggregated,insurance,state,india,chandigarh,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/chandigarh/2021/2.json,Insurance,378,310943.0,,,,,
aggregated,insurance,state,india,chandigarh,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/chandigarh/2021/3.json,Insurance,494,469634.0,,,,,
aggregated,insurance,state,india,chandigarh,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/chandigarh/2021/4.json,Insurance,710,835813.0,,,,,
aggregated,insurance,state,india,chandigarh,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/chandigarh/2022/1.json,Insurance,792,1150932.0,,,,,
aggregated,insurance,state,india,chandigarh,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/chandigarh/2022/2.json,Insurance,1330,1874959.0,,,,,
aggregated,insurance,state,india,chandigarh,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/chandigarh/2022/3.json,Insurance,1533,1998439.0,,,,,
aggregated,insurance,state,india,chandigarh,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/chandigarh/2022/4.json,Insurance,1403,2024528.0,,,,,
aggregated,insurance,state,india,chandigarh,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/chandigarh/2023/1.json,Insurance,1520,2415574.0,,,,,
aggregated,insurance,state,india,chandigarh,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/chandigarh/2023/2.json,Insurance,1704,2501107.0,,,,,
aggregated,insurance,state,india,chandigarh,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/chandigarh/2023/3.json,Insurance,1883,2660630.0,,,,,
aggregated,insurance,state,india,chandigarh,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/chandigarh/2023/4.json,Insurance,1767,3053934.0,,,,,
aggregated,insurance,state,india,chandigarh,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/chandigarh/2024/1.json,Insurance,1730,3143984.0,,,,,
aggregated,insurance,state,india,chandigarh,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/chandigarh/2024/2.json,Insurance,1798,3177315.0,,,,,
aggregated,insurance,state,india,chandigarh,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/chandigarh/2024/3.json,Insurance,1991,3445738.0,,,,,
aggregated,insurance,state,india,chandigarh,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/chandigarh/2024/4.json,Insurance,2095,3729932.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/chhattisgarh/2020/2.json,Insurance,1346,279005.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/chhattisgarh/2020/3.json,Insurance,4702,1393656.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/chhattisgarh/2020/4.json,Insurance,3757,2249901.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/chhattisgarh/2021/1.json,Insurance,4712,2620468.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/chhattisgarh/2021/2.json,Insurance,5055,3813417.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/chhattisgarh/2021/3.json,Insurance,4676,3568837.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/chhattisgarh/2021/4.json,Insurance,6029,8229039.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/chhattisgarh/2022/1.json,Insurance,6612,10139190.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/chhattisgarh/2022/2.json,Insurance,7008,10119964.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/chhattisgarh/2022/3.json,Insurance,8849,12119470.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/chhattisgarh/2022/4.json,Insurance,11994,18137856.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/chhattisgarh/2023/1.json,Insurance,10460,16577191.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/chhattisgarh/2023/2.json,Insurance,10514,16389610.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/chhattisgarh/2023/3.json,Insurance,11927,17838382.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/chhattisgarh/2023/4.json,Insurance,17300,29704673.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/chhattisgarh/2024/1.json,Insurance,19579,30083259.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/chhattisgarh/2024/2.json,Insurance,15724,25935743.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/chhattisgarh/2024/3.json,Insurance,16550,27724060.0,,,,,
aggregated,insurance,state,india,chhattisgarh,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/chhattisgarh/2024/4.json,Insurance,22723,37421165.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/2.json,Insurance,651,101029.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/3.json,Insurance,257,65504.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2020/4.json,Insurance,232,149513.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2021/1.json,Insurance,467,285691.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2021/2.json,Insurance,368,275638.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2021/3.json,Insurance,360,273596.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2021/4.json,Insurance,421,425384.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2022/1.json,Insurance,493,720741.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,2022-Q2,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2022/2.json,Insurance,438,686857.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,2022-Q3,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2022/3.json,Insurance,707,983776.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,2022-Q4,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2022/4.json,Insurance,871,1272628.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,2023-Q1,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2023/1.json,Insurance,799,1215168.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,2023-Q2,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2023/2.json,Insurance,694,1058753.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2023,3,2023-Q3,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2023/3.json,Insurance,969,1333103.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2023,4,2023-Q4,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2023/4.json,Insurance,1207,1973867.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2024,1,2024-Q1,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2024/1.json,Insurance,1295,1908509.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2024,2,2024-Q2,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2024/2.json,Insurance,1008,1367259.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2024,3,2024-Q3,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2024/3.json,Insurance,1052,1602869.0,,,,,
aggregated,insurance,state,india,dadra-&-nagar-haveli-&-daman-&-diu,2024,4,2024-Q4,data/aggregated/insurance/country/india/state/dadra-&-nagar-haveli-&-daman-&-diu/2024/4.json,Insurance,1503,2292529.0,,,,,
aggregated,insurance,state,india,delhi,2020,2,2020-Q2,data/aggregated/insurance/country/india/state/delhi/2020/2.json,Insurance,11716,1897480.0,,,,,
aggregated,insurance,state,india,delhi,2020,3,2020-Q3,data/aggregated/insurance/country/india/state/delhi/2020/3.json,Insurance,7588,1927285.0,,,,,
aggregated,insurance,state,india,delhi,2020,4,2020-Q4,data/aggregated/insurance/country/india/state/delhi/2020/4.json,Insurance,9725,8045442.0,,,,,
aggregated,insurance,state,india,delhi,2021,1,2021-Q1,data/aggregated/insurance/country/india/state/delhi/2021/1.json,Insurance,12822,9655261.0,,,,,
aggregated,insurance,state,india,delhi,2021,2,2021-Q2,data/aggregated/insurance/country/india/state/delhi/2021/2.json,Insurance,13292,10840929.0,,,,,
aggregated,insurance,state,india,delhi,2021,3,2021-Q3,data/aggregated/insurance/country/india/state/delhi/2021/3.json,Insurance,16679,15007079.0,,,,,
aggregated,insurance,state,india,delhi,2021,4,2021-Q4,data/aggregated/insurance/country/india/state/delhi/2021/4.json,Insurance,34251,36578331.0,,,,,
aggregated,insurance,state,india,delhi,2022,1,2022-Q1,data/aggregated/insurance/country/india/state/delhi/2022/1.json,Insurance,28232,35442069.0,,,,,
